Book,Chapter,Verse,Asker,Asked,Link,Content
1SA,20,10,,,https://www.blueletterbible.org/esv/1SA/20/10,"Then David said to Jonathan, “Who will tell me if your father answers you roughly?”"
1SA,20,12,,,https://www.blueletterbible.org/esv/1SA/20/12,"Jonathan said to David, “By Yahweh, the God of Israel, when I have sounded out my father about this time tomorrow, or the third day, behold, if there is good toward David, won’t I then send to you and disclose it to you?"
1SA,20,27,,,https://www.blueletterbible.org/esv/1SA/20/27,"On the next day after the new moon, the second day, David’s place was empty. Saul said to Jonathan his son, “Why didn’t the son of Jesse come to eat, either yesterday, or today?”"
1SA,20,30,,,https://www.blueletterbible.org/esv/1SA/20/30,"Then Saul’s anger burned against Jonathan, and he said to him, “You son of a perverse rebellious woman, don’t I know that you have chosen the son of Jesse to your own shame, and to the shame of your mother’s nakedness?"
1SA,20,32,,,https://www.blueletterbible.org/esv/1SA/20/32,"Jonathan answered Saul his father, and said to him, “Why should he be put to death? What has he done?”"
1SA,20,37,,,https://www.blueletterbible.org/esv/1SA/20/37,"When the boy had come to the place of the arrow which Jonathan had shot, Jonathan cried after the boy, and said, “Isn’t the arrow beyond you?”"
1SA,21,1,,,https://www.blueletterbible.org/esv/1SA/21/1,"Then David came to Nob to Ahimelech the priest. Ahimelech came to meet David trembling, and said to him, “Why are you alone, and no man with you?”"
1SA,21,3,,,https://www.blueletterbible.org/esv/1SA/21/3,"Now therefore what is under your hand? Please give me five loaves of bread in my hand, or whatever is available.”"
1SA,21,5,,,https://www.blueletterbible.org/esv/1SA/21/5,"David answered the priest, and said to him, “Truly, women have been kept from us as usual these three days. When I came out, the vessels of the young men were holy, though it was only a common journey. How much more then today shall their vessels be holy?”"
1SA,21,8,,,https://www.blueletterbible.org/esv/1SA/21/8,"David said to Ahimelech, “Isn’t there here under your hand spear or sword? For I haven’t brought my sword or my weapons with me, because the king’s business required haste.”"
1SA,21,11,,,https://www.blueletterbible.org/esv/1SA/21/11,"The servants of Achish said to him, “Isn’t this David the king of the land? Didn’t they sing to one another about him in dances, saying, ‘Saul has slain his thousands, and David his ten thousands?’ ”"
1SA,21,14,,,https://www.blueletterbible.org/esv/1SA/21/14,"Then Achish said to his servants, “Look, you see the man is insane. Why then have you brought him to me?"
1SA,21,15,,,https://www.blueletterbible.org/esv/1SA/21/15,"Do I lack madmen, that you have brought this fellow to play the madman in my presence? Should this fellow come into my house?”"
1SA,22,7,,,https://www.blueletterbible.org/esv/1SA/22/7,"Saul said to his servants who stood around him, “Hear now, you Benjamites! Will the son of Jesse give everyone of you fields and vineyards? Will he make you all captains of thousands and captains of hundreds?"
1SA,22,8,,,https://www.blueletterbible.org/esv/1SA/22/8,"Is that why all of you have conspired against me, and there is no one who discloses to me when my son makes a treaty with the son of Jesse, and there is none of you who is sorry for me, or discloses to me that my son has stirred up my servant against me, to lie in wait, as it is today?”"
1SA,22,13,,,https://www.blueletterbible.org/esv/1SA/22/13,"Saul said to him, “Why have you conspired against me, you and the son of Jesse, in that you have given him bread, and a sword, and have inquired of God for him, that he should rise against me, to lie in wait, as it is today?”"
1SA,22,14,,,https://www.blueletterbible.org/esv/1SA/22/14,"Then Ahimelech answered the king, and said, “Who among all your servants is so faithful as David, who is the king’s son-in-law, captain of your body guard, and honored in your house?"
1SA,22,15,,,https://www.blueletterbible.org/esv/1SA/22/15,"Have I today begun to inquire of God for him? Be it far from me! Don’t let the king impute anything to his servant, nor to all the house of my father; for your servant knew nothing of all this, less or more.”"
1SA,23,2,,,https://www.blueletterbible.org/esv/1SA/23/2,"Therefore David inquired of Yahweh, saying, “Shall I go and strike these Philistines?” Yahweh said to David, “Go strike the Philistines, and save Keilah.”"
1SA,23,3,,,https://www.blueletterbible.org/esv/1SA/23/3,"David’s men said to him, “Behold, we are afraid here in Judah. How much more then if we go to Keilah against the armies of the Philistines?”"
1SA,23,11,,,https://www.blueletterbible.org/esv/1SA/23/11,"Will the men of Keilah deliver me up into his hand? Will Saul come down, as your servant has heard? Yahweh, the God of Israel, I beg you, tell your servant.” Yahweh said, “He will come down.”"
1SA,23,12,,,https://www.blueletterbible.org/esv/1SA/23/12,"Then David said, “Will the men of Keilah deliver me and my men into the hand of Saul?” Yahweh said, “They will deliver you up.”"
1SA,23,19,,,https://www.blueletterbible.org/esv/1SA/23/19,"Then the Ziphites came up to Saul to Gibeah, saying, “Doesn’t David hide himself with us in the strongholds in the woods, in the hill of Hachilah, which is on the south of the desert?"
1SA,24,9,,,https://www.blueletterbible.org/esv/1SA/24/9,"David said to Saul, “Why do you listen to men’s words, saying, ‘Behold, David seeks to harm you?’"
1SA,24,14,,,https://www.blueletterbible.org/esv/1SA/24/14,Against whom has the king of Israel come out? Whom do you pursue? A dead dog? A flea?
1SA,24,16,,,https://www.blueletterbible.org/esv/1SA/24/16,"It came to pass, when David had finished speaking these words to Saul, that Saul said, “Is that your voice, my son David?” Saul lifted up his voice and wept."
1SA,24,19,,,https://www.blueletterbible.org/esv/1SA/24/19,"For if a man finds his enemy, will he let him go away unharmed? Therefore may Yahweh reward you good for that which you have done to me today."
1SA,25,10,,,https://www.blueletterbible.org/esv/1SA/25/10,"Nabal answered David’s servants and said, “Who is David? Who is the son of Jesse? There are many servants who break away from their masters these days."
1SA,25,11,,,https://www.blueletterbible.org/esv/1SA/25/11,"Shall I then take my bread, my water, and my meat that I have killed for my shearers, and give it to men who I don’t know where they come from?”"
1SA,26,1,,,https://www.blueletterbible.org/esv/1SA/26/1,"The Ziphites came to Saul to Gibeah, saying, “Doesn’t David hide himself in the hill of Hachilah, which is before the desert?”"
1SA,26,6,,,https://www.blueletterbible.org/esv/1SA/26/6,"Then David answered and said to Ahimelech the Hittite, and to Abishai the son of Zeruiah, brother of Joab, saying, “Who will go down with me to Saul to the camp?” Abishai said, “I will go down with you.”"
1SA,26,9,,,https://www.blueletterbible.org/esv/1SA/26/9,"David said to Abishai, “Don’t destroy him, for who can stretch out his hand against Yahweh’s anointed, and be guiltless?”"
1SA,26,14,,,https://www.blueletterbible.org/esv/1SA/26/14,"and David cried to the people, and to Abner the son of Ner, saying, “Don’t you answer, Abner?” Then Abner answered, “Who are you who calls to the king?”"
1SA,26,15,,,https://www.blueletterbible.org/esv/1SA/26/15,"David said to Abner, “Aren’t you a man? Who is like you in Israel? Why then have you not kept watch over your lord the king? For one of the people came in to destroy your lord the king."
1SA,26,17,,,https://www.blueletterbible.org/esv/1SA/26/17,"Saul recognized David’s voice, and said, “Is this your voice, my son David?” David said, “It is my voice, my lord, O king.”"
1SA,26,18,,,https://www.blueletterbible.org/esv/1SA/26/18,"He said, “Why does my lord pursue his servant? For what have I done? What evil is in my hand?"
1SA,27,5,,,https://www.blueletterbible.org/esv/1SA/27/5,"David said to Achish, “If now I have found favor in your eyes, let them give me a place in one of the cities in the country, that I may dwell there. For why should your servant dwell in the royal city with you?”"
1SA,27,10,,,https://www.blueletterbible.org/esv/1SA/27/10,"Achish said, “Against whom have you made a raid today?” David said, “Against the South of Judah, against the South of the Jerahmeelites, and against the South of the Kenites.”"
1SA,28,9,,,https://www.blueletterbible.org/esv/1SA/28/9,"The woman said to him, “Behold, you know what Saul has done, how he has cut off those who have familiar spirits and the wizards out of the land. Why then do you lay a snare for my life, to cause me to die?”"
1SA,28,11,,,https://www.blueletterbible.org/esv/1SA/28/11,"Then the woman said, “Whom shall I bring up to you?” He said, “Bring Samuel up for me.”"
1SA,28,12,,,https://www.blueletterbible.org/esv/1SA/28/12,"When the woman saw Samuel, she cried with a loud voice; and the woman spoke to Saul, saying, “Why have you deceived me? For you are Saul!”"
1SA,28,13,,,https://www.blueletterbible.org/esv/1SA/28/13,"The king said to her, “Don’t be afraid! What do you see?” The woman said to Saul, “I see a god coming up out of the earth.”"
1SA,28,14,,,https://www.blueletterbible.org/esv/1SA/28/14,"He said to her, “What does he look like?” She said, “An old man comes up. He is covered with a robe.” Saul perceived that it was Samuel, and he bowed with his face to the ground, and showed respect."
1SA,28,15,,,https://www.blueletterbible.org/esv/1SA/28/15,"Samuel said to Saul, “Why have you disturbed me, to bring me up?” Saul answered, “I am very distressed; for the Philistines make war against me, and God has departed from me, and answers me no more, by prophets, or by dreams. Therefore I have called you, that you may make known to me what I shall do.”"
1SA,28,16,,,https://www.blueletterbible.org/esv/1SA/28/16,"Samuel said, “Why then do you ask me, since Yahweh has departed from you and has become your adversary?"
1SA,29,3,,,https://www.blueletterbible.org/esv/1SA/29/3,"Then the princes of the Philistines said, “What about these Hebrews?” Achish said to the princes of the Philistines, “Isn’t this David, the servant of Saul the king of Israel, who has been with me these days, or rather these years? I have found no fault in him since he fell away until today.”"
1SA,29,4,,,https://www.blueletterbible.org/esv/1SA/29/4,"But the princes of the Philistines were angry with him; and the princes of the Philistines said to him, “Make the man return, that he may go back to his place where you have appointed him, and let him not go down with us to battle, lest in the battle he become an adversary to us. For with what should this fellow reconcile himself to his lord? Should it not be with the heads of these men?"
1SA,29,5,,,https://www.blueletterbible.org/esv/1SA/29/5,"Isn’t this David, of whom people sang to one another in dances, saying, ‘Saul has slain his thousands, and David his ten thousands?’ ”"
1SA,29,8,,,https://www.blueletterbible.org/esv/1SA/29/8,"David said to Achish, “But what have I done? What have you found in your servant so long as I have been before you to this day, that I may not go and fight against the enemies of my lord the king?”"
1SA,30,8,,,https://www.blueletterbible.org/esv/1SA/30/8,"David inquired of Yahweh, saying, “If I pursue after this troop, will I overtake them?” He answered him, “Pursue, for you will surely overtake them, and will without fail recover all.”"
1SA,30,13,,,https://www.blueletterbible.org/esv/1SA/30/13,"David asked him, “To whom do you belong? Where are you from?” He said, “I am a young man of Egypt, servant to an Amalekite; and my master left me, because three days ago I got sick."
1SA,30,15,,,https://www.blueletterbible.org/esv/1SA/30/15,"David said to him, “Will you bring me down to this troop?” He said, “Swear to me by God that you will not kill me and not deliver me up into the hands of my master, and I will bring you down to this troop.”"
1SA,30,24,,,https://www.blueletterbible.org/esv/1SA/30/24,"Who will listen to you in this matter? For as his share is who goes down to the battle, so shall his share be who stays with the baggage. They shall share alike.”"
2SA,1,3,,,https://www.blueletterbible.org/esv/2SA/1/3,"David said to him, “Where do you come from?” He said to him, “I have escaped out of the camp of Israel.”"
2SA,1,4,,,https://www.blueletterbible.org/esv/2SA/1/4,"David said to him, “How did it go? Please tell me.” He answered, “The people have fled from the battle, and many of the people also have fallen and are dead. Saul and Jonathan his son are dead also.”"
2SA,1,5,,,https://www.blueletterbible.org/esv/2SA/1/5,"David said to the young man who told him, “How do you know that Saul and Jonathan his son are dead?”"
2SA,1,8,,,https://www.blueletterbible.org/esv/2SA/1/8,"He said to me, ‘Who are you?’ I answered him, ‘I am an Amalekite.’"
2SA,1,13,,,https://www.blueletterbible.org/esv/2SA/1/13,"David said to the young man who told him, “Where are you from?” He answered, “I am the son of a foreigner, an Amalekite.”"
2SA,1,14,,,https://www.blueletterbible.org/esv/2SA/1/14,"David said to him, “Why were you not afraid to stretch out your hand to destroy Yahweh’s anointed?”"
2SA,2,1,,,https://www.blueletterbible.org/esv/2SA/2/1,"After this, David inquired of Yahweh, saying, “Shall I go up into any of the cities of Judah?” Yahweh said to him, “Go up.” David said, “Where shall I go up?” He said, “To Hebron.”"
2SA,2,20,,,https://www.blueletterbible.org/esv/2SA/2/20,"Then Abner looked behind him and said, “Is that you, Asahel?” He answered, “It is.”"
2SA,2,22,,,https://www.blueletterbible.org/esv/2SA/2/22,"Abner said again to Asahel, “Turn away from following me. Why should I strike you to the ground? How then could I look Joab your brother in the face?”"
2SA,2,26,,,https://www.blueletterbible.org/esv/2SA/2/26,"Then Abner called to Joab, and said, “Shall the sword devour forever? Don’t you know that it will be bitterness in the latter end? How long will it be then, before you ask the people to return from following their brothers?”"
2SA,3,7,,,https://www.blueletterbible.org/esv/2SA/3/7,"Now Saul had a concubine, whose name was Rizpah, the daughter of Aiah; and Ishbosheth said to Abner, “Why have you gone in to my father’s concubine?”"
2SA,3,8,,,https://www.blueletterbible.org/esv/2SA/3/8,"Then Abner was very angry about Ishbosheth’s words, and said, “Am I a dog’s head that belongs to Judah? Today I show kindness to your father Saul’s house, to his brothers, and to his friends, and have not delivered you into the hand of David; and yet you charge me today with a fault concerning this woman!"
2SA,3,12,,,https://www.blueletterbible.org/esv/2SA/3/12,"Abner sent messengers to David on his behalf, saying, “Whose is the land?” and saying, “Make your alliance with me, and behold, my hand will be with you to bring all Israel around to you.”"
2SA,3,24,,,https://www.blueletterbible.org/esv/2SA/3/24,"Then Joab came to the king and said, “What have you done? Behold, Abner came to you. Why is it that you have sent him away, and he is already gone?"
2SA,3,33,,,https://www.blueletterbible.org/esv/2SA/3/33,"The king lamented for Abner, and said, “Should Abner die as a fool dies?"
2SA,3,38,,,https://www.blueletterbible.org/esv/2SA/3/38,"The king said to his servants, “Don’t you know that a prince and a great man has fallen today in Israel?"
2SA,4,11,,,https://www.blueletterbible.org/esv/2SA/4/11,"How much more, when wicked men have slain a righteous person in his own house on his bed, should I not now require his blood from your hand, and rid the earth of you?”"
2SA,5,19,,,https://www.blueletterbible.org/esv/2SA/5/19,"David inquired of Yahweh, saying, “Shall I go up against the Philistines? Will you deliver them into my hand?” Yahweh said to David, “Go up; for I will certainly deliver the Philistines into your hand.”"
2SA,6,9,,,https://www.blueletterbible.org/esv/2SA/6/9,"David was afraid of Yahweh that day; and he said, “How could Yahweh’s ark come to me?”"
2SA,7,5,,,https://www.blueletterbible.org/esv/2SA/7/5,"“Go and tell my servant David, ‘Yahweh says, “Should you build me a house for me to dwell in?"
2SA,7,7,,,https://www.blueletterbible.org/esv/2SA/7/7,"In all places in which I have walked with all the children of Israel, did I say a word to anyone from the tribes of Israel whom I commanded to be shepherd of my people Israel, saying, ‘Why have you not built me a house of cedar?’ ” ’"
2SA,7,18,,,https://www.blueletterbible.org/esv/2SA/7/18,"Then David the king went in and sat before Yahweh; and he said, “Who am I, Lord Yahweh, and what is my house, that you have brought me this far?"
2SA,7,20,,,https://www.blueletterbible.org/esv/2SA/7/20,"What more can David say to you? For you know your servant, Lord Yahweh."
2SA,7,23,,,https://www.blueletterbible.org/esv/2SA/7/23,"What one nation in the earth is like your people, even like Israel, whom God went to redeem to himself for a people, and to make himself a name, and to do great things for you, and awesome things for your land, before your people, whom you redeemed to yourself out of Egypt, from the nations and their gods?"
2SA,9,1,,,https://www.blueletterbible.org/esv/2SA/9/1,"David said, “Is there yet any who is left of Saul’s house, that I may show him kindness for Jonathan’s sake?”"
2SA,9,2,,,https://www.blueletterbible.org/esv/2SA/9/2,"There was of Saul’s house a servant whose name was Ziba, and they called him to David; and the king said to him, “Are you Ziba?” He said, “I am your servant.”"
2SA,9,3,,,https://www.blueletterbible.org/esv/2SA/9/3,"The king said, “Is there not yet any of Saul’s house, that I may show the kindness of God to him?” Ziba said to the king, “Jonathan still has a son, who is lame in his feet.”"
2SA,9,4,,,https://www.blueletterbible.org/esv/2SA/9/4,"The king said to him, “Where is he?” Ziba said to the king, “Behold, he is in the house of Machir the son of Ammiel, in Lo Debar.”"
2SA,9,6,,,https://www.blueletterbible.org/esv/2SA/9/6,"Mephibosheth, the son of Jonathan, the son of Saul, came to David, fell on his face, and showed respect. David said, “Mephibosheth?” He answered, “Behold, your servant!”"
2SA,9,8,,,https://www.blueletterbible.org/esv/2SA/9/8,"He bowed down, and said, “What is your servant, that you should look at such a dead dog as I am?”"
2SA,10,3,,,https://www.blueletterbible.org/esv/2SA/10/3,"But the princes of the children of Ammon said to Hanun their lord, “Do you think that David honors your father, in that he has sent comforters to you? Hasn’t David sent his servants to you to search the city, to spy it out, and to overthrow it?”"
2SA,11,3,,,https://www.blueletterbible.org/esv/2SA/11/3,"David sent and inquired after the woman. One said, “Isn’t this Bathsheba, the daughter of Eliam, Uriah the Hittite’s wife?”"
2SA,11,10,,,https://www.blueletterbible.org/esv/2SA/11/10,"When they had told David, saying, “Uriah didn’t go down to his house,” David said to Uriah, “Haven’t you come from a journey? Why didn’t you go down to your house?”"
2SA,11,11,,,https://www.blueletterbible.org/esv/2SA/11/11,"Uriah said to David, “The ark, Israel, and Judah, are staying in tents; and my lord Joab and the servants of my lord are encamped in the open field. Shall I then go into my house to eat and to drink, and to lie with my wife? As you live, and as your soul lives, I will not do this thing!”"
2SA,11,20,,,https://www.blueletterbible.org/esv/2SA/11/20,"it shall be that, if the king’s wrath arise, and he asks you, ‘Why did you go so near to the city to fight? Didn’t you know that they would shoot from the wall?"
2SA,11,21,,,https://www.blueletterbible.org/esv/2SA/11/21,"Who struck Abimelech the son of Jerubbesheth? Didn’t a woman cast an upper millstone on him from the wall, so that he died at Thebez? Why did you go so near the wall?’ then you shall say, ‘Your servant Uriah the Hittite is also dead.’ ”"
2SA,12,9,,,https://www.blueletterbible.org/esv/2SA/12/9,"Why have you despised Yahweh’s word, to do that which is evil in his sight? You have struck Uriah the Hittite with the sword, have taken his wife to be your wife, and have slain him with the sword of the children of Ammon."
2SA,12,18,,,https://www.blueletterbible.org/esv/2SA/12/18,"On the seventh day, the child died. David’s servants were afraid to tell him that the child was dead, for they said, “Behold, while the child was yet alive, we spoke to him and he didn’t listen to our voice. How will he then harm himself if we tell him that the child is dead?”"
2SA,12,19,,,https://www.blueletterbible.org/esv/2SA/12/19,"But when David saw that his servants were whispering together, David perceived that the child was dead; and David said to his servants, “Is the child dead?” They said, “He is dead.”"
2SA,12,21,,,https://www.blueletterbible.org/esv/2SA/12/21,"Then his servants said to him, “What is this that you have done? You fasted and wept for the child while he was alive, but when the child was dead, you rose up and ate bread.”"
2SA,12,22,,,https://www.blueletterbible.org/esv/2SA/12/22,"He said, “While the child was yet alive, I fasted and wept; for I said, ‘Who knows whether Yahweh will not be gracious to me, that the child may live?’"
2SA,12,23,,,https://www.blueletterbible.org/esv/2SA/12/23,"But now he is dead. Why should I fast? Can I bring him back again? I will go to him, but he will not return to me.”"
2SA,13,4,,,https://www.blueletterbible.org/esv/2SA/13/4,"He said to him, “Why, son of the king, are you so sad from day to day? Won’t you tell me?” Amnon said to him, “I love Tamar, my brother Absalom’s sister.”"
2SA,13,13,,,https://www.blueletterbible.org/esv/2SA/13/13,"As for me, where would I carry my shame? And as for you, you will be as one of the fools in Israel. Now therefore, please speak to the king; for he will not withhold me from you.”"
2SA,13,20,,,https://www.blueletterbible.org/esv/2SA/13/20,"Absalom her brother said to her, “Has Amnon your brother been with you? But now hold your peace, my sister. He is your brother. Don’t take this thing to heart.” So Tamar remained desolate in her brother Absalom’s house."
2SA,13,26,,,https://www.blueletterbible.org/esv/2SA/13/26,"Then Absalom said, “If not, please let my brother Amnon go with us.” The king said to him, “Why should he go with you?”"
2SA,13,28,,,https://www.blueletterbible.org/esv/2SA/13/28,"Absalom commanded his servants, saying, “Mark now, when Amnon’s heart is merry with wine; and when I tell you, ‘Strike Amnon,’ then kill him. Don’t be afraid. Haven’t I commanded you? Be courageous, and be valiant!”"
2SA,14,5,,,https://www.blueletterbible.org/esv/2SA/14/5,"The king said to her, “What ails you?” She answered, “Truly I am a widow, and my husband is dead."
2SA,14,13,,,https://www.blueletterbible.org/esv/2SA/14/13,"The woman said, “Why then have you devised such a thing against the people of God? For in speaking this word the king is as one who is guilty, in that the king does not bring home again his banished one."
2SA,14,19,,,https://www.blueletterbible.org/esv/2SA/14/19,"The king said, “Is the hand of Joab with you in all this?” The woman answered, “As your soul lives, my lord the king, no one can turn to the right hand or to the left from anything that my lord the king has spoken; for your servant Joab urged me, and he put all these words in the mouth of your servant."
2SA,14,31,,,https://www.blueletterbible.org/esv/2SA/14/31,"Then Joab arose and came to Absalom to his house, and said to him, “Why have your servants set my field on fire?”"
2SA,14,32,,,https://www.blueletterbible.org/esv/2SA/14/32,"Absalom answered Joab, “Behold, I sent to you, saying, ‘Come here, that I may send you to the king, to say, “Why have I come from Geshur? It would be better for me to be there still. Now therefore, let me see the king’s face; and if there is iniquity in me, let him kill me.” ’ ”"
2SA,15,2,,,https://www.blueletterbible.org/esv/2SA/15/2,"Absalom rose up early, and stood beside the way of the gate. When any man had a suit which should come to the king for judgment, then Absalom called to him, and said, “What city are you from?” He said, “Your servant is of one of the tribes of Israel.”"
2SA,15,19,,,https://www.blueletterbible.org/esv/2SA/15/19,"Then the king said to Ittai the Gittite, “Why do you also go with us? Return, and stay with the king; for you are a foreigner and also an exile. Return to your own place."
2SA,15,20,,,https://www.blueletterbible.org/esv/2SA/15/20,"Whereas you came but yesterday, should I today make you go up and down with us, since I go where I may? Return, and take back your brothers. Mercy and truth be with you.”"
2SA,15,27,,,https://www.blueletterbible.org/esv/2SA/15/27,"The king said also to Zadok the priest, “Aren’t you a seer? Return into the city in peace, and your two sons with you, Ahimaaz your son and Jonathan the son of Abiathar."
2SA,15,35,,,https://www.blueletterbible.org/esv/2SA/15/35,"Don’t you have Zadok and Abiathar the priests there with you? Therefore whatever you hear out of the king’s house, tell it to Zadok and Abiathar the priests."
2SA,16,2,,,https://www.blueletterbible.org/esv/2SA/16/2,"The king said to Ziba, “What do you mean by these?” Ziba said, “The donkeys are for the king’s household to ride on; and the bread and summer fruit for the young men to eat; and the wine, that those who are faint in the wilderness may drink.”"
2SA,16,3,,,https://www.blueletterbible.org/esv/2SA/16/3,"The king said, “Where is your master’s son?” Ziba said to the king, “Behold, he is staying in Jerusalem; for he said, ‘Today the house of Israel will restore me the kingdom of my father.’ ”"
2SA,16,9,,,https://www.blueletterbible.org/esv/2SA/16/9,"Then Abishai the son of Zeruiah said to the king, “Why should this dead dog curse my lord the king? Please let me go over and take off his head.”"
2SA,16,10,,,https://www.blueletterbible.org/esv/2SA/16/10,"The king said, “What have I to do with you, you sons of Zeruiah? Because he curses, and because Yahweh has said to him, ‘Curse David,’ who then shall say, ‘Why have you done so?’ ”"
2SA,16,11,,,https://www.blueletterbible.org/esv/2SA/16/11,"David said to Abishai and to all his servants, “Behold, my son, who came out of my bowels, seeks my life. How much more this Benjamite, now? Leave him alone, and let him curse; for Yahweh has invited him."
2SA,16,17,,,https://www.blueletterbible.org/esv/2SA/16/17,"Absalom said to Hushai, “Is this your kindness to your friend? Why didn’t you go with your friend?”"
2SA,16,19,,,https://www.blueletterbible.org/esv/2SA/16/19,"Again, whom should I serve? Shouldn’t I serve in the presence of his son? As I have served in your father’s presence, so I will be in your presence.”"
2SA,17,6,,,https://www.blueletterbible.org/esv/2SA/17/6,"When Hushai had come to Absalom, Absalom spoke to him, saying, “Ahithophel has spoken like this. Shall we do what he says? If not, speak up.”"
2SA,17,20,,,https://www.blueletterbible.org/esv/2SA/17/20,"Absalom’s servants came to the woman to the house; and they said, “Where are Ahimaaz and Jonathan?” The woman said to them, “They have gone over the brook of water.” When they had sought and could not find them, they returned to Jerusalem."
2SA,18,11,,,https://www.blueletterbible.org/esv/2SA/18/11,"Joab said to the man who told him, “Behold, you saw it, and why didn’t you strike him there to the ground? I would have given you ten pieces of silver and a sash.”"
2SA,18,22,,,https://www.blueletterbible.org/esv/2SA/18/22,"Then Ahimaaz the son of Zadok said yet again to Joab, “But come what may, please let me also run after the Cushite.” Joab said, “Why do you want to run, my son, since you will have no reward for the news?”"
2SA,18,29,,,https://www.blueletterbible.org/esv/2SA/18/29,"The king said, “Is it well with the young man Absalom?” Ahimaaz answered, “When Joab sent the king’s servant, even me your servant, I saw a great tumult, but I don’t know what it was.”"
2SA,18,32,,,https://www.blueletterbible.org/esv/2SA/18/32,"The king said to the Cushite, “Is it well with the young man Absalom?” The Cushite answered, “May the enemies of my lord the king, and all who rise up against you to do you harm, be as that young man is.”"
2SA,19,10,,,https://www.blueletterbible.org/esv/2SA/19/10,"Absalom, whom we anointed over us, is dead in battle. Now therefore why don’t you speak a word of bringing the king back?”"
2SA,19,11,,,https://www.blueletterbible.org/esv/2SA/19/11,"King David sent to Zadok and to Abiathar the priests, saying, “Speak to the elders of Judah, saying, ‘Why are you the last to bring the king back to his house, since the speech of all Israel has come to the king, to return him to his house?"
2SA,19,12,,,https://www.blueletterbible.org/esv/2SA/19/12,You are my brothers. You are my bone and my flesh. Why then are you the last to bring back the king?’
2SA,19,13,,,https://www.blueletterbible.org/esv/2SA/19/13,"Say to Amasa, ‘Aren’t you my bone and my flesh? God do so to me, and more also, if you aren’t captain of the army before me continually instead of Joab.’ ”"
2SA,19,21,,,https://www.blueletterbible.org/esv/2SA/19/21,"But Abishai the son of Zeruiah answered, “Shouldn’t Shimei be put to death for this, because he cursed Yahweh’s anointed?”"
2SA,19,22,,,https://www.blueletterbible.org/esv/2SA/19/22,"David said, “What have I to do with you, you sons of Zeruiah, that you should be adversaries to me today? Shall any man be put to death today in Israel? For don’t I know that I am king over Israel today?”"
2SA,19,25,,,https://www.blueletterbible.org/esv/2SA/19/25,"When he had come to Jerusalem to meet the king, the king said to him, “Why didn’t you go with me, Mephibosheth?”"
2SA,19,28,,,https://www.blueletterbible.org/esv/2SA/19/28,For all my father’s house were but dead men before my lord the king; yet you set your servant among those who ate at your own table. What right therefore have I yet that I should appeal any more to the king?”
2SA,19,29,,,https://www.blueletterbible.org/esv/2SA/19/29,"The king said to him, “Why do you speak any more of your matters? I say, you and Ziba divide the land.”"
2SA,19,34,,,https://www.blueletterbible.org/esv/2SA/19/34,"Barzillai said to the king, “How many are the days of the years of my life, that I should go up with the king to Jerusalem?"
2SA,19,35,,,https://www.blueletterbible.org/esv/2SA/19/35,"I am eighty years old, today. Can I discern between good and bad? Can your servant taste what I eat or what I drink? Can I hear the voice of singing men and singing women any more? Why then should your servant be a burden to my lord the king?"
2SA,19,36,,,https://www.blueletterbible.org/esv/2SA/19/36,Your servant will just go over the Jordan with the king. Why should the king repay me with such a reward?
2SA,19,41,,,https://www.blueletterbible.org/esv/2SA/19/41,"Behold, all the men of Israel came to the king, and said to the king, “Why have our brothers the men of Judah stolen you away, and brought the king and his household, over the Jordan, and all David’s men with him?”"
2SA,19,42,,,https://www.blueletterbible.org/esv/2SA/19/42,"All the men of Judah answered the men of Israel, “Because the king is a close relative to us. Why then are you angry about this matter? Have we eaten at all at the king’s cost? Or has he given us any gift?”"
2SA,19,43,,,https://www.blueletterbible.org/esv/2SA/19/43,"The men of Israel answered the men of Judah, and said, “We have ten parts in the king, and we have also more claim to David than you. Why then did you despise us, that our advice should not be first had in bringing back our king?” The words of the men of Judah were fiercer than the words of the men of Israel."
2SA,20,9,,,https://www.blueletterbible.org/esv/2SA/20/9,"Joab said to Amasa, “Is it well with you, my brother?” Joab took Amasa by the beard with his right hand to kiss him."
2SA,20,17,,,https://www.blueletterbible.org/esv/2SA/20/17,"He came near to her; and the woman said, “Are you Joab?” He answered, “I am.” Then she said to him, “Hear the words of your servant.” He answered, “I’m listening.”"
2SA,20,19,,,https://www.blueletterbible.org/esv/2SA/20/19,I am among those who are peaceable and faithful in Israel. You seek to destroy a city and a mother in Israel. Why will you swallow up Yahweh’s inheritance?”
2SA,21,3,,,https://www.blueletterbible.org/esv/2SA/21/3,"and David said to the Gibeonites, “What should I do for you? And with what should I make atonement, that you may bless Yahweh’s inheritance?”"
2SA,22,32,,,https://www.blueletterbible.org/esv/2SA/22/32,"For who is God, besides Yahweh? Who is a rock, besides our God?"
2SA,23,5,,,https://www.blueletterbible.org/esv/2SA/23/5,"Isn’t my house so with God? Yet he has made with me an everlasting covenant, ordered in all things, and sure, for it is all my salvation and all my desire. Won’t he make it grow?"
2SA,23,17,,,https://www.blueletterbible.org/esv/2SA/23/17,"He said, “Be it far from me, Yahweh, that I should do this! Isn’t this the blood of the men who risked their lives to go?” Therefore he would not drink it. The three mighty men did these things."
2SA,23,19,,,https://www.blueletterbible.org/esv/2SA/23/19,Wasn’t he most honorable of the three? Therefore he was made their captain. However he wasn’t included as one of the three.
